0.890562, 0.164053
0.871527, 0.176655
0.821490, 0.215944
0.811625, 0.239721
0.836324, 0.259148
0.836521, 0.290598
0.860968, 0.290331
0.931213, 0.265843
0.947204, 0.261152
0.931867, 0.248319
0.925098, 0.242884
0.973198, 0.247591
0.994551, 0.290303
0.968749, 0.326731
0.966837, 0.329997
0.939470, 0.343830
0.921336, 0.391037
0.951234, 0.398800
0.985245, 0.379470
0.977212, 0.455785
0.944085, 0.475014
0.945154, 0.488685
0.958911, 0.506841
0.954180, 0.525621
0.906507, 0.507115
0.856908, 0.511564
0.815558, 0.498006
0.783768, 0.476160
0.775319, 0.451693
0.797508, 0.454017
0.804648, 0.456784
0.755721, 0.472437
0.741258, 0.477956
0.732270, 0.461064
0.701709, 0.442079
0.724278, 0.423515
0.730328, 0.411622
0.748796, 0.416477
0.707320, 0.409254
0.682216, 0.406187
0.684479, 0.389927
0.640265, 0.429811
0.625803, 0.433020
0.628417, 0.419939
0.582921, 0.441040
0.621226, 0.499010
0.637570, 0.497516
0.631551, 0.514431
0.650030, 0.483365
0.693573, 0.497057
0.665930, 0.542918
0.661217, 0.564530
0.658742, 0.606886
0.684104, 0.604984
0.692379, 0.597356
0.705073, 0.622394
0.695981, 0.639330
0.721168, 0.634548
0.733595, 0.627272
0.732825, 0.623746
0.749131, 0.643673
0.774562, 0.658351
0.796486, 0.649855
0.796615, 0.625968
0.810693, 0.604577
0.816772, 0.599508
0.836409, 0.586477
0.846378, 0.603907
0.856503, 0.646992
0.861731, 0.658301
0.846626, 0.655084
0.881983, 0.687131
0.875016, 0.704904
0.898667, 0.726103
0.893732, 0.742385
0.882555, 0.740120
0.900071, 0.771358
0.923046, 0.762256
0.912616, 0.795971
0.866793, 0.818285
0.863164, 0.830789
0.855340, 0.889140
0.905392, 0.925227
0.908412, 0.933133
0.906911, 0.949279
0.896843, 0.959128
0.877362, 0.957454
0.867803, 0.970647
0.847445, 0.950984
0.827316, 0.954754
0.829701, 0.994461
0.836316, 0.994802
0.901185, 0.996904
0.908948, 0.978984
0.932678, 0.996834
0.964178, 0.992486
0.980074, 0.977404
0.920627, 0.899671
0.944744, 0.854635
0.847525, 0.751872
0.798352, 0.726732
0.779309, 0.716204
0.784636, 0.699858
0.781711, 0.689849
0.800659, 0.692183
0.759656, 0.725711
0.742589, 0.680119
0.694118, 0.725319
0.683326, 0.752638
0.709436, 0.772461
0.715802, 0.809230
0.698824, 0.841776
0.695009, 0.856157
0.716186, 0.881903
0.729067, 0.850241
0.754517, 0.813272
0.788818, 0.865277
0.783620, 0.891528
0.736027, 0.929236
0.738796, 0.936183
0.721831, 0.941058
0.692351, 0.952646
0.672161, 0.946084
0.666598, 0.956030
0.637563, 0.982267
0.677940, 0.999585
0.757969, 0.973927
0.770022, 0.996793
0.670199, 0.891670
0.625603, 0.873857
0.604230, 0.880455
0.594669, 0.911669
0.577443, 0.918041
0.580924, 0.935031
0.611367, 0.926488
0.551424, 0.954838
0.472755, 0.965887
0.467401, 0.956624
0.427221, 0.957495
0.410413, 0.990501
0.417774, 0.998368
0.378396, 0.993647
0.361144, 0.977369
0.339515, 0.897485
0.311420, 0.892427
0.309869, 0.863263
0.292990, 0.838585
0.285138, 0.828126
0.265445, 0.796702
0.246779, 0.786268
0.215557, 0.789331
0.233646, 0.741912
0.270326, 0.739591
0.274704, 0.764139
0.298767, 0.768241
0.330501, 0.767268
0.330753, 0.730808
0.357794, 0.737798
0.372774, 0.757155
0.416010, 0.760054
0.418544, 0.743103
0.447710, 0.748930
0.465116, 0.743239
0.458158, 0.766865
0.461400, 0.778509
0.476344, 0.801300
0.490950, 0.823389
0.518975, 0.863952
0.514910, 0.879504
0.453688, 0.875823
0.415267, 0.892964
0.419205, 0.912952
0.391716, 0.847263
0.382168, 0.818888
0.412071, 0.822736
0.341229, 0.852930
0.287663, 0.918721
0.276892, 0.920575
0.255158, 0.917307
0.251173, 0.938002
0.259319, 0.949803
0.251616, 0.953659
0.268464, 0.951490
0.268875, 0.948537
0.265521, 0.940045
0.276772, 0.966779
0.230914, 0.927462
0.210660, 0.883480
0.183960, 0.852775
0.173358, 0.838819
0.170837, 0.867105
0.137445, 0.897036
0.124235, 0.924966
0.123234, 0.948980
0.097019, 0.922412
0.075970, 0.925466
0.068396, 0.911951
0.073388, 0.891707
0.063052, 0.867980
0.097353, 0.837207
0.076018, 0.790953
0.017987, 0.777860
0.003903, 0.736521
0.035025, 0.725918
0.065627, 0.713794
0.071663, 0.694136
0.081718, 0.671538
0.106824, 0.652115
0.115861, 0.680957
0.165329, 0.715228
0.183902, 0.718981
0.220149, 0.689878
0.212790, 0.628932
0.199391, 0.616654
0.189400, 0.585624
0.153445, 0.577022
0.119139, 0.560440
0.091947, 0.551371
0.094970, 0.577902
0.062387, 0.623338
0.040806, 0.635855
0.006502, 0.636244
0.006151, 0.510123
0.027101, 0.445147
0.065718, 0.417696
0.054477, 0.397527
0.033125, 0.372750
0.090407, 0.438223
0.123996, 0.418177
0.125481, 0.416479
0.133328, 0.370419
0.164045, 0.376481
0.171141, 0.359802
0.160565, 0.350474
0.188378, 0.349865
0.165333, 0.319177
0.129085, 0.283759
0.117776, 0.273507
