0.887439, 0.093446
0.889214, 0.092727

0.240468, 0.595904
0.240867, 0.593902

0.125481, 0.416479
0.123996, 0.418177

0.493849, 0.109393
0.491158, 0.109854

0.268464, 0.951490
0.268875, 0.948537

0.235552, 0.282299
0.238357, 0.280377

0.311395, 0.559542
0.313721, 0.562124

0.733595, 0.627272
0.732825, 0.623746

0.966837, 0.329997
0.968749, 0.326731

0.500600, 0.656167
0.496734, 0.656355

0.073271, 0.012329
0.070180, 0.015089

0.928567, 0.136941
0.929495, 0.141382

0.410589, 0.086742
0.407474, 0.091158

0.253299, 0.489012
0.248628, 0.492939

0.960272, 0.682075
0.964317, 0.686707

0.829701, 0.994461
0.836316, 0.994802

0.147470, 0.477200
0.148309, 0.470571

0.567437, 0.754336
0.560270, 0.753765

0.738796, 0.936183
0.736027, 0.929236

0.804648, 0.456784
0.797508, 0.454017

0.672664, 0.247786
0.665306, 0.245574

0.816772, 0.599508
0.810693, 0.604577

0.253299, 0.489012
0.258272, 0.495503

0.550208, 0.120370
0.541968, 0.118782

0.908412, 0.933133
0.905392, 0.925227

0.259319, 0.949803
0.251616, 0.953659

0.925098, 0.242884
0.931867, 0.248319

0.984354, 0.075307
0.988107, 0.067217

0.268875, 0.948537
0.265521, 0.940045

0.412987, 0.327454
0.413379, 0.318171

0.268464, 0.951490
0.259319, 0.949803

0.387610, 0.364557
0.394487, 0.370916

0.602291, 0.158581
0.599521, 0.167723

0.413379, 0.318171
0.404356, 0.314965

0.018651, 0.144121
0.012448, 0.136545

0.343426, 0.560338
0.333946, 0.563245

0.488344, 0.540964
0.479006, 0.545047

0.784636, 0.699858
0.781711, 0.689849

0.589150, 0.556493
0.596491, 0.549082

0.357864, 0.142966
0.361323, 0.133029

0.467401, 0.956624
0.472755, 0.965887

0.396206, 0.081337
0.401808, 0.072141

0.417774, 0.998368
0.410413, 0.990501

0.276892, 0.920575
0.287663, 0.918721

0.692379, 0.597356
0.684104, 0.604984

0.666598, 0.956030
0.672161, 0.946084

0.893732, 0.742385
0.882555, 0.740120

0.580165, 0.081183
0.577756, 0.069458

0.458158, 0.766865
0.461400, 0.778509

0.009651, 0.090445
0.002919, 0.100759

0.856503, 0.646992
0.861731, 0.658301

0.275872, 0.071948
0.287185, 0.066708

0.856503, 0.646992
0.846626, 0.655084

0.444907, 0.264926
0.437244, 0.254694

0.489620, 0.065124
0.500570, 0.058091

0.863164, 0.830789
0.866793, 0.818285

0.285138, 0.828126
0.292990, 0.838585

0.425298, 0.704022
0.438426, 0.705368

0.960888, 0.042965
0.974111, 0.044573

0.625803, 0.433020
0.628417, 0.419939

0.724278, 0.423515
0.730328, 0.411622

0.624724, 0.078799
0.633832, 0.088620

0.944085, 0.475014
0.945154, 0.488685

0.486187, 0.216728
0.485516, 0.230563

0.800321, 0.140724
0.805649, 0.127699

0.896843, 0.959128
0.906911, 0.949279

0.171141, 0.359802
0.160565, 0.350474

0.311395, 0.559542
0.297417, 0.562051

0.733595, 0.627272
0.721168, 0.634548

0.251173, 0.938002
0.265521, 0.940045

0.863718, 0.560314
0.849753, 0.556223

0.648374, 0.109591
0.635376, 0.116475

0.625803, 0.433020
0.640265, 0.429811

0.695009, 0.856157
0.698824, 0.841776

0.407474, 0.091158
0.396206, 0.081337

0.528004, 0.548442
0.536128, 0.535850

0.463559, 0.652162
0.477918, 0.656563

0.117776, 0.273507
0.129085, 0.283759

0.070180, 0.015089
0.066404, 0.030043

0.741258, 0.477956
0.755721, 0.472437

0.075970, 0.925466
0.068396, 0.911951

0.648312, 0.082951
0.633832, 0.088620

0.378901, 0.061254
0.375586, 0.046029

0.652921, 0.712522
0.666787, 0.705399

0.343426, 0.560338
0.355450, 0.570554

0.655677, 0.009349
0.671420, 0.010991

0.266852, 0.646856
0.282582, 0.644665

0.567437, 0.754336
0.583276, 0.755501

0.518975, 0.863952
0.514910, 0.879504

0.908412, 0.933133
0.906911, 0.949279

0.796365, 0.013424
0.786309, 0.026224

0.867803, 0.970647
0.877362, 0.957454

0.637570, 0.497516
0.621226, 0.499010

0.682216, 0.406187
0.684479, 0.389927

0.947204, 0.261152
0.931213, 0.265843

0.001265, 0.149269
0.012448, 0.136545

0.893732, 0.742385
0.898667, 0.726103

0.416010, 0.760054
0.418544, 0.743103

0.784636, 0.699858
0.779309, 0.716204

0.897301, 0.019621
0.912408, 0.011183

0.019446, 0.018052
0.030485, 0.004719

0.217599, 0.544046
0.234582, 0.540643

0.577443, 0.918041
0.580924, 0.935031

0.183960, 0.852775
0.173358, 0.838819

0.931867, 0.248319
0.931213, 0.265843

0
